Species,SpecCode,Genus,Author,FBname,DemersPelag,Subfamily,DepthRangeShallow,DepthRangeDeep,DepthRangeComShallow,DepthRangeComDeep,Length,CommonLength,Weight,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
Hypleurochilus geminatus,3759,Hypleurochilus,"(Wood, 1825)",Crested blenny,reef-associated,Salariinae,NA,NA,NA,NA,10,NA,NA,37,N,24,N,98,w,74,w,NA,NA
Hypleurochilus multifilis,59662,Hypleurochilus,"(Girard, 1858)",Featherduster blenny,reef-associated,Salariinae,NA,NA,NA,NA,10.199999809265137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus pseudoaequipinnis,61241,Hypleurochilus,"Bath, 1994",NA,reef-associated,Salariinae,NA,NA,NA,NA,6.800000190734863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus springeri,3760,Hypleurochilus,"Randall, 1966",Orangespotted blenny,reef-associated,Salariinae,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypnos monopterygius,8724,Hypnos,"(Shaw, 1795)",Coffin ray,reef-associated,NA,0,240,NA,NA,70,40,NA,18,S,38,S,112,E,155,E,NA,NA
Hypoatherina barnesi,1305,Hypoatherina,"Schultz, 1953",Barnes' silverside,reef-associated,Atherinomorinae,0,5,NA,NA,10,4,NA,12,N,20,S,NA,NA,NA,NA,NA,NA
Hypoatherina celebesensis,66662,Hypoatherina,"Sasaki & Kimura, 2012",Sulawesi Silverside,reef-associated,Atherinomorinae,1,2,NA,NA,6.599999904632568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoatherina golanii,66755,Hypoatherina,"Sasaki & Kimura, 2012",Red Sea silverside,pelagic-neritic,Atherinomorinae,NA,NA,NA,NA,7.599999904632568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoatherina harringtonensis,3237,Hypoatherina,"(Goode, 1877)",Reef silverside,reef-associated,Atherinomorinae,NA,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoatherina lunata,66756,Hypoatherina,"Sasaki & Kimura, 2012",Okinawan silverside,pelagic-neritic,Atherinomorinae,NA,NA,NA,NA,6.400000095367432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypomesus olidus,254,Hypomesus,"(Pallas, 1814)",Pond smelt,pelagic-neritic,NA,10,NA,NA,NA,20,11.25,50,71,N,55,N,NA,NA,NA,NA,NA,NA
Hypomesus pretiosus,255,Hypomesus,"(Girard, 1854)",Surf smelt,benthopelagic,NA,NA,NA,NA,NA,30.5,15,NA,61,N,33,N,163,W,117,W,NA,NA
Hypoplectrodes huntii,47008,Hypoplectrodes,"(Hector, 1875)",Redbanded perch,reef-associated,NA,0,100,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrodes maccullochi,15095,Hypoplectrodes,"(Whitley, 1929)",Halfbanded seaperch,reef-associated,NA,1,50,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrodes nigroruber,14628,Hypoplectrodes,"(Cuvier, 1828)",Banded seaperch,reef-associated,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrodes semicinctum,59849,Hypoplectrodes,"(Valenciennes, 1833)",NA,pelagic-neritic,NA,NA,NA,NA,NA,NA,NA,NA,25,S,35,S,110,W,76,W,13.2,13.6
Hypoplectrus aberrans,47862,Hypoplectrus,"Poey, 1868",Yellowbelly hamlet,reef-associated,NA,3,15,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus chlorurus,12765,Hypoplectrus,"(Cuvier, 1828)",Yellowtail hamlet,reef-associated,NA,3,23,NA,NA,12.699999809265137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus ecosur,66622,Hypoplectrus,"Victor, 2012",Spotted hamlet,reef-associated,NA,1,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus floridae,66621,Hypoplectrus,"Victor, 2012",Florida hamlet,reef-associated,NA,1,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus gemma,47813,Hypoplectrus,"Goode & Bean, 1882",Blue hamlet,reef-associated,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus gummigutta,16533,Hypoplectrus,"(Poey, 1851)",Golden hamlet,reef-associated,NA,1,45,NA,NA,13.199999809265137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus guttavarius,16534,Hypoplectrus,"(Poey, 1852)",Shy hamlet,reef-associated,NA,3,30,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus indigo,12766,Hypoplectrus,"(Poey, 1851)",Indigo hamlet,reef-associated,NA,3,45,3,17,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus maya,66319,Hypoplectrus,"Lobel, 2011",Maya hamlet,reef-associated,NA,NA,NA,NA,NA,8.720000267028809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus nigricans,16535,Hypoplectrus,"(Poey, 1852)",Black hamlet,reef-associated,NA,3,13,NA,NA,15.239999771118164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus providencianus,57460,Hypoplectrus,"Acero P. & Garzón-Ferreira, 1994",Masked Hamlet,reef-associated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus puella,12759,Hypoplectrus,"(Cuvier, 1828)",Barred hamlet,reef-associated,NA,3,23,3,17,15.239999771118164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus randallorum,66320,Hypoplectrus,"Lobel, 2011",Tan Hamlet,reef-associated,NA,NA,NA,NA,NA,8.0600004196167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus unicolor,3329,Hypoplectrus,"(Walbaum, 1792)",Butter hamlet,reef-associated,NA,NA,NA,NA,NA,12.699999809265137,NA,NA,32,N,6,N,99,w,56,w,NA,NA
Hypopterus macropterus,15142,Hypopterus,"(Günther, 1859)",Spikey bass,demersal,NA,NA,NA,NA,NA,13.800000190734863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoptychus dybowskii,488,Hypoptychus,"Steindachner, 1880",Korean sandlance,benthopelagic,NA,NA,NA,NA,NA,10,NA,NA,67,N,32,N,NA,NA,NA,NA,NA,NA
Hyporhamphus acutus,7505,Hyporhamphus,"(Günther, 1872)",Pacific halfbeak,reef-associated,NA,0,NA,NA,NA,30,NA,NA,16,N,28,S,NA,NA,NA,NA,NA,NA
Hyporhamphus affinis,7710,Hyporhamphus,"(Günther, 1866)",Tropical halfbeak,reef-associated,NA,0,6,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus australis,12725,Hyporhamphus,"(Steindachner, 1866)",Eastern sea garfish,pelagic-neritic,NA,0,20,NA,NA,39.79999923706055,NA,NA,28,S,37,S,NA,NA,NA,NA,NA,NA
Hyporhamphus capensis,7711,Hyporhamphus,"(Thominot, 1886)",Cape halfbeak,pelagic-neritic,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus dussumieri,12895,Hyporhamphus,"(Valenciennes, 1847)",Dussumier's halfbeak,reef-associated,NA,0,6,NA,NA,38,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus ihi,13135,Hyporhamphus,"Phillipps, 1932",NA,pelagic-neritic,NA,0,NA,NA,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus intermedius,12985,Hyporhamphus,"(Cantor, 1842)",Asian pencil halfbeak,pelagic-neritic,NA,0,NA,NA,NA,20.299999237060547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus limbatus,8313,Hyporhamphus,"(Valenciennes, 1847)",Congaturi halfbeak,pelagic-neritic,NA,0,NA,NA,NA,35,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus meeki,53540,Hyporhamphus,"Banford & Collette, 1993",American halfbeak,pelagic-neritic,NA,0,NA,NA,NA,20.899999618530273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus melanochir,14582,Hyporhamphus,"(Valenciennes, 1847)",Southern garfish,pelagic-neritic,NA,0,20,NA,NA,52,NA,600,27,S,44,S,NA,NA,NA,NA,NA,NA
Hyporhamphus melanopterus,16815,Hyporhamphus,"Collette & Parin, 1978",NA,pelagic-neritic,NA,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus naos,61365,Hyporhamphus,"Banford & Collette, 2001",Pacific silverstripe halfbeak,pelagic-neritic,NA,0,NA,NA,NA,29,NA,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus neglectus,16816,Hyporhamphus,"(Bleeker, 1866)",NA,pelagic-neritic,NA,0,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus paucirastris,17035,Hyporhamphus,"Collette & Parin, 1978",NA,pelagic-neritic,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus quoyi,8262,Hyporhamphus,"(Valenciennes, 1847)",Quoy's garfish,pelagic-neritic,NA,0,NA,NA,NA,31.200000762939453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus roberti,7538,Hyporhamphus,"(Valenciennes, 1847)",Slender halfbeak,pelagic-neritic,NA,0,NA,NA,NA,32,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus sajori,305,Hyporhamphus,"(Temminck & Schlegel, 1846)",Japanese halfbeak,pelagic-neritic,NA,30,NA,NA,NA,40,NA,NA,34,N,17,S,NA,NA,NA,NA,NA,NA
Hyporhamphus sindensis,28131,Hyporhamphus,"(Regan, 1905)",Sind halfbeak,pelagic-neritic,NA,0,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus snyderi,13745,Hyporhamphus,"Meek & Hildebrand, 1923",Skipper halfbeak,pelagic-neritic,NA,0,NA,NA,NA,15,10,NA,25,N,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus unifasciatus,1060,Hyporhamphus,"(Ranzani, 1841)",Common halfbeak,reef-associated,NA,0,5,NA,NA,30,20,NA,45,N,40,S,98,W,32,w,NA,NA
Hyporhamphus xanthopterus,25044,Hyporhamphus,"(Valenciennes, 1847)",Red-tipped halfbeak,pelagic-neritic,NA,0,NA,NA,NA,29.600000381469727,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus yuri,17039,Hyporhamphus,"Collette & Parin, 1978",NA,pelagic-neritic,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporthodus acanthistius,9205,Hyporthodus,"(Gilbert, 1892)",Rooster hind,demersal,NA,46,90,NA,NA,100,NA,NA,33,N,10,S,116,W,78,W,NA,NA
Hyporthodus chabaudi,7336,Hyporthodus,"(Castelnau, 1861)",Moustache grouper,reef-associated,NA,9,300,NA,NA,137,70,55000,15,N,33,S,23,E,77,E,NA,NA
Hyporthodus cifuentesi,9219,Hyporthodus,"(Lavenberg & Grove, 1993)",Olive grouper,demersal,NA,40,120,NA,NA,100,NA,22310,10,N,4,S,92,W,81,W,NA,NA
Hyporthodus cifuentesi,9219,Hyporthodus,"(Lavenberg & Grove, 1993)",Olive grouper,demersal,NA,40,120,NA,NA,100,NA,22310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporthodus ergastularius,7342,Hyporthodus,"(Whitley, 1930)",Sevenbar grouper,demersal,NA,15,370,NA,NA,157,NA,66000,18,S,36,S,150,E,155,E,NA,NA
Hyporthodus exsul,9228,Hyporthodus,"(Fowler, 1944)",Tenspine grouper,demersal,NA,55,NA,NA,NA,125,NA,NA,35,N,5,N,115,W,79,W,NA,NA
Hyporthodus flavolimbatus,1205,Hyporthodus,"(Poey, 1865)",Yellowedge grouper,demersal,NA,90,360,NA,NA,115,50,18640,36,N,28,S,98,W,34,W,NA,NA
Hyporthodus haifensis,9262,Hyporthodus,"(Ben-Tuvia, 1953)",Haifa grouper,demersal,NA,90,220,NA,NA,125,NA,25000,37,N,16,S,19,W,37,E,NA,NA
Hyporthodus mystacinus,1206,Hyporthodus,"(Poey, 1852)",Misty grouper,bathydemersal,NA,30,400,NA,NA,160,NA,107000,35,N,3,S,98,W,58,W,NA,NA
Hyporthodus nigritus,1207,Hyporthodus,"(Holbrook, 1855)",Warsaw grouper,demersal,NA,55,525,NA,NA,230,NA,198100,43,N,34,S,98,W,35,W,NA,NA
Hyporthodus niphobles,9594,Hyporthodus,"(Gilbert & Starks, 1897)",Star-studded grouper,demersal,NA,50,130,NA,NA,48,NA,NA,33,N,9,S,118,W,76,W,NA,NA
Hyporthodus niveatus,1208,Hyporthodus,"(Valenciennes, 1828)",Snowy grouper,demersal,NA,30,525,100,200,122,60,30000,41,N,27,S,98,W,34,W,NA,NA
Hyporthodus octofasciatus,7355,Hyporthodus,"(Griffin, 1926)",Eightbar grouper,bathydemersal,NA,150,300,NA,NA,130,NA,80000,44,N,39,S,29,E,136,W,NA,NA
Hyporthodus quernus,6371,Hyporthodus,"(Seale, 1901)",Hawaiian grouper,benthopelagic,NA,5,380,NA,NA,122,NA,22650,30,N,11,N,179,W,153,W,NA,NA
Hyporthodus septemfasciatus,6574,Hyporthodus,"(Thunberg, 1793)",Convict grouper,reef-associated,NA,5,30,NA,NA,155,NA,62800,40,N,24,N,121,E,142,E,NA,NA
Kestratherina brevirostris,52456,Kestratherina,"Pavlov, Ivantsoff, Last & Crowley, 1988",Short-snout hardyhead,demersal,Atherininae,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kestratherina esox,52340,Kestratherina,"(Klunzinger, 1872)",Pikehead hardyhead,pelagic-neritic,Atherininae,NA,NA,NA,NA,15,NA,NA,32,S,40,S,NA,NA,NA,NA,NA,NA
Ketengus typus,23392,Ketengus,"Bleeker, 1846",Bigmouth sea catfish,demersal,Ariinae,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsagonus corniger,50403,Hypsagonus,"Taranetz, 1933",NA,demersal,Hypsagoninae,18,105,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsagonus quadricornis,4164,Hypsagonus,"(Valenciennes, 1829)",Fourhorn poacher,demersal,Hypsagoninae,0,452,100,150,12,10,24,62,N,46,N,171,E,121,W,0.9,8.8
Hypseleotris cyprinoides,10016,Hypseleotris,"(Valenciennes, 1837)",Tropical carp-gudgeon,demersal,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,28
Hypseleotris guentheri,26664,Hypseleotris,"(Bleeker, 1875)",NA,demersal,NA,0,5,NA,NA,7.5,NA,NA,11,N,23,S,NA,NA,NA,NA,NA,NA
Hypselognathus rostratus,46150,Hypselognathus,"(Waite & Hale, 1921)",Knife-snouted pipefish,demersal,Syngnathinae,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius brevipinnis,8269,Hypsoblennius,"(Günther, 1861)",Barnaclebill blenny,reef-associated,Salariinae,1,10,2,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius caulopus,46793,Hypsoblennius,"(Gilbert, 1898)",Tidepool blenny,reef-associated,Salariinae,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius gentilis,3761,Hypsoblennius,"(Girard, 1854)",Bay blenny,demersal,Salariinae,0,25,NA,10,15,NA,NA,37,N,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius gilberti,3762,Hypsoblennius,"(Jordan, 1882)",Rockpool blenny,demersal,Salariinae,0,18,NA,5,17,NA,NA,34,N,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius hentz,3763,Hypsoblennius,"(Lesueur, 1825)",Feather blenny,reef-associated,Salariinae,NA,NA,NA,NA,10,NA,NA,46,N,18,N,98,w,62,w,NA,NA
Hypsoblennius invemar,12442,Hypsoblennius,"Smith-Vaniz & Acero P., 1980",Tessellated blenny,demersal,Salariinae,1,5,NA,NA,5.800000190734863,NA,NA,30,N,9,N,NA,NA,NA,NA,NA,NA
Hypsoblennius ionthas,3764,Hypsoblennius,"(Jordan & Gilbert, 1882)",Freckled blenny,demersal,Salariinae,NA,NA,NA,NA,10,NA,NA,34,N,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius jenkinsi,3765,Hypsoblennius,"(Jordan & Evermann, 1896)",Mussel blenny,demersal,Salariinae,1,21,NA,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius sordidus,27242,Hypsoblennius,"(Bennett, 1828)",NA,demersal,Salariinae,NA,20,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsurus caryi,3633,Hypsurus,"(Agassiz, 1853)",Rainbow seaperch,demersal,NA,1,50,NA,NA,30,NA,NA,41,N,30,n,125,w,115,w,NA,NA
Hypsypops rubicundus,3648,Hypsypops,"(Girard, 1854)",Garibaldi damselfish,reef-associated,Microspathodontinae,0,30,NA,NA,30,NA,NA,37,N,27,N,122,w,114,w,NA,NA
Iago garricki,5930,Iago,"Fourmanoir & Rivaton, 1979",Longnose houndshark,bathydemersal,Galeorhininae,250,475,NA,NA,75,NA,NA,9,S,26,S,NA,NA,NA,NA,NA,NA
Iago omanensis,5929,Iago,"(Norman, 1939)",Bigeye houndshark,bathydemersal,Galeorhininae,110,2195,NA,NA,37,NA,NA,30,N,10,N,NA,NA,NA,NA,NA,NA
Icelinus borealis,4099,Icelinus,"Gilbert, 1896",Northern sculpin,demersal,NA,9,310,NA,NA,10.199999809265137,NA,NA,NA,NA,47,N,NA,NA,NA,NA,NA,NA
Icelinus burchami,4100,Icelinus,"Evermann & Goldsborough, 1907",Dusky sculpin,demersal,NA,61,570,NA,NA,13,NA,NA,NA,NA,32,N,NA,NA,NA,NA,NA,NA
Icelinus cavifrons,4101,Icelinus,"Gilbert, 1890",Pit-head sculpin,demersal,NA,11,91,NA,NA,8.899999618530273,NA,NA,37,N,29,N,NA,NA,NA,NA,NA,NA
Icelinus filamentosus,4102,Icelinus,"Gilbert, 1890",Threadfin sculpin,demersal,NA,18,800,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus fimbriatus,4103,Icelinus,"Gilbert, 1890",Fringed sculpin,demersal,NA,50,265,NA,NA,19,NA,NA,NA,NA,33,N,NA,NA,NA,NA,NA,NA
Icelinus japonicus,23918,Icelinus,"Yabe, Tsumura & Katayama, 1980",NA,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus limbaughi,64748,Icelinus,"Rosenblatt & Smith, 2004",Canyon sculpin,benthopelagic,NA,20,86,NA,40,8.170000076293945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus oculatus,4104,Icelinus,"Gilbert, 1890",Frogmouth sculpin,demersal,NA,NA,227,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus pietschi,61296,Icelinus,"Yabe, Soma & Amaoka, 2001",NA,demersal,NA,0,1,NA,NA,4.21999979019165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus quadriseriatus,4105,Icelinus,"(Lockington, 1880)",Yellowchin sculpin,demersal,NA,6,201,NA,NA,8.899999618530273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus tenuis,4106,Icelinus,"Gilbert, 1890",Spotfin sculpin,demersal,NA,33,373,NA,NA,14,NA,NA,54,N,NA,NA,NA,NA,NA,NA,NA,NA
Icelus bicornis,4107,Icelus,"(Reinhardt, 1840)",Twohorn sculpin,demersal,NA,0,930,NA,NA,15.699999809265137,7,NA,84,N,51,N,180,W,180,E,NA,NA
Icelus canaliculatus,23906,Icelus,"Gilbert, 1896",Blacknose sculpin,demersal,NA,20,1005,400,600,21.100000381469727,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus cataphractus,23905,Icelus,"(Pavlenko, 1910)",NA,demersal,NA,60,454,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus ecornis,60024,Icelus,"Tsutsui & Yabe, 1996",NA,bathydemersal,NA,208,226,NA,NA,9.220000267028809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus gilberti,23904,Icelus,"Taranetz, 1936",NA,demersal,NA,56,200,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus mandibularis,23907,Icelus,"Yabe, 1983",NA,bathypelagic,NA,NA,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus sekii,63392,Icelus,"Tsuruoka, Munehara & Yabe, 2006",NA,benthopelagic,NA,NA,20,NA,NA,5.329999923706055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus spatula,4108,Icelus,"Gilbert & Burke, 1912",Spatulate sculpin,demersal,NA,12,930,125,150,21,12.899999618530273,160,84,N,45,N,180,w,180,e,-1.75,7.80000019073486
Icelus spiniger,4109,Icelus,"Gilbert, 1896",Thorny sculpin,demersal,NA,25,770,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus stenosomus,50360,Icelus,"Andriashev, 1937",NA,demersal,NA,48,200,NA,NA,12.369999885559082,NA,NA,50,N,30,N,NA,NA,NA,NA,2.29999995231628,5.5
Icelus toyamensis,60023,Icelus,"(Matsubara & Iwai, 1951)",NA,bathydemersal,NA,NA,240,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyapus ophioneus,2647,Ichthyapus,"(Evermann & Marsh, 1900)",Surf eel,reef-associated,Ophichthinae,NA,35,5,15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyapus vulturis,17399,Ichthyapus,"(Weber & de Beaufort, 1916)",Vulture sand eel,reef-associated,Ophichthinae,0,56,NA,NA,60,NA,NA,28,N,28,S,NA,NA,NA,NA,NA,NA
Ichthyocampus carce,11808,Ichthyocampus,"(Hamilton, 1822)",NA,demersal,Syngnathinae,NA,NA,NA,NA,15,NA,NA,21,N,8,S,NA,NA,NA,NA,NA,NA
Ichthyococcus australis,23142,Ichthyococcus,"Mukhacheva, 1980",Southern lightfish,pelagic-oceanic,NA,0,500,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyococcus elongatus,22718,Ichthyococcus,"Imai, 1941",Slim lightfish,bathypelagic,NA,100,1948,NA,NA,13,NA,NA,60,N,49,S,141,E,122,W,NA,NA
Ichthyococcus irregularis,57233,Ichthyococcus,"Rechnitzer & Böhlke, 1958",Bulldog lightfish,bathypelagic,NA,2213,3658,NA,NA,7.599999904632568,NA,NA,45,N,22,N,140,W,109,W,NA,NA
Ichthyococcus ovatus,1804,Ichthyococcus,"(Cocco, 1838)",Lightfish,bathypelagic,NA,0,2500,200,500,8.5,NA,8.399999618530273,46,N,20,S,180,W,180,E,NA,NA
Ichthyscopus barbatus,14433,Ichthyscopus,"Mees, 1960",Fringed stargazer,demersal,NA,10,50,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus lebeck,58184,Ichthyscopus,"(Bloch & Schneider, 1801)",Longnosed stargazer,demersal,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus nigripinnis,59436,Ichthyscopus,"Gomon & Johnson, 1999",NA,demersal,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus pollicaris,69126,Ichthyscopus,"Vilasri, Ho, Kawai & Gomon, 2019",Oriental fringe stargazer,demersal,NA,NA,NA,NA,NA,30.799999237060547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus sannio,23561,Ichthyscopus,"Whitley, 1936",Spotcheck stargazer,demersal,NA,1,10,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icichthys australis,7118,Icichthys,"Haedrich, 1966",Southern driftfish,pelagic-oceanic,NA,0,2141,NA,NA,81,NA,NA,34,S,61,S,NA,NA,NA,NA,NA,NA
Icichthys lockingtoni,3922,Icichthys,"Jordan & Gilbert, 1880",Medusafish,pelagic-oceanic,NA,0,900,NA,NA,46,NA,NA,60,N,NA,NA,NA,NA,NA,NA,NA,NA
Icosteus aenigmaticus,3929,Icosteus,"Lockington, 1880",Ragfish,bathypelagic,NA,0,1420,18,732,213,NA,NA,66,N,32,N,NA,NA,NA,NA,NA,NA
Idiacanthus antrostomus,11585,Idiacanthus,"Gilbert, 1890",Pacific blackdragon,bathypelagic,Idiacanthinae,0,1103,NA,NA,33,NA,NA,42,N,NA,NA,NA,NA,NA,NA,NA,NA
Idiacanthus atlanticus,6970,Idiacanthus,"Brauer, 1906",Black dragonfish,bathypelagic,Idiacanthinae,1239,2000,NA,NA,53,NA,NA,25,S,60,S,NA,NA,NA,NA,NA,NA
Idiacanthus fasciola,11828,Idiacanthus,"Peters, 1877",Ribbon sawtail fish,bathypelagic,Idiacanthinae,0,2000,30,800,48.900001525878906,NA,NA,40,N,54,S,85,W,150,W,NA,NA
Idiastion pacificum,47873,Idiastion,"Ishida & Amaoka, 1992",Flame humpback scorpionsh,bathydemersal,Scorpaeninae,350,430,NA,NA,12.84000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiolophorhynchus andriashevi,46977,Idiolophorhynchus,"Sazonov, 1981",Pineapple rattail,bathydemersal,NA,1190,2350,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiolychnus urolampus,7431,Idiolychnus,"(Gilbert & Cramer, 1897)",NA,pelagic-neritic,Diaphinae,124,582,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiotropiscis australis,46103,Idiotropiscis,"(Waite & Hale, 1921)",Southern little pipehorse,demersal,Syngnathinae,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiotropiscis lumnitzeri,62171,Idiotropiscis,"Kuiter, 2004",Sydney's pygmy pipehorse,reef-associated,Syngnathinae,6,30,NA,NA,5.519999980926514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
