Species,SpecCode,DepthRangeShallow,DepthRangeDeep,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
Enneanectes deloachorum,67691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneanectes glendae,66964,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneanectes jordani,3722,0,11,NA,NA,9,N,NA,NA,NA,NA,NA,NA
Enneanectes macrops,66965,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneanectes matador,67692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneanectes reticulatus,46611,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneanectes wilki,67693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius abeli,16974,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius bahasa,51539,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius cheni,27080,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius elegans,16977,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius etheostoma,23564,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius flavoccipitis,49506,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius fuscoventer,51541,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius gruschkai,63112,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius hemimelas,14196,0,30,30,N,15,S,NA,NA,NA,NA,NA,NA
Enneapterygius hsiojenae,65456,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius kermadecensis,46958,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius leucopunctatus,65448,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius minutus,14198,0,5,30,N,21,S,NA,NA,NA,NA,NA,NA
Enneapterygius mirabilis,46972,8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius miyakensis,51544,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius nigricauda,51547,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius philippinus,49509,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius phoenicosoma,69364,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius pusillus,16979,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius pyramis,46984,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius randalli,51551,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius rhabdotus,46987,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius rubicauda,51555,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius signicauda,51557,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius similis,51558,0,13,20,N,28,S,115,E,170,E,NA,NA
Enneapterygius tutuilae,47045,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius unimaculatus,51559,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enneapterygius ventermaculus,16981,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enophrys bison,4086,NA,20,65,N,34,N,165,W,119,W,NA,NA
Enophrys diceraus,4087,0,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enophrys lucasi,4088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enophrys taurina,4089,11,256,38,N,33,N,NA,NA,NA,NA,NA,NA
Enoplosus armatus,4341,NA,90,26,S,43,S,NA,NA,NA,NA,NA,NA
Entelurus aequoreus,67,5,100,64,N,30,N,32,W,14,E,NA,NA
Epinephelus retouti,7361,20,220,36,N,27,S,37,E,143,W,NA,NA
Epinephelus rivulatus,6001,1,150,36,N,36,S,23,E,175,E,NA,NA
Epinephelus sexfasciatus,4825,10,80,21,N,21,S,94,E,143,E,NA,NA
Epinephelus socialis,7362,0,10,30,N,29,S,139,E,123,W,NA,NA
Epinephelus spilotoceps,5837,0,30,12,N,24,S,55,E,154,W,NA,NA
Epinephelus stictus,7363,60,142,31,N,17,S,106,E,126,E,NA,NA
Epinephelus stoliczkae,7364,5,50,29,N,10,N,32,E,68,E,NA,NA
Epinephelus striatus,18,1,90,35,N,34,S,92,W,34,W,NA,NA
Epinephelus summana,7366,1,30,31,N,9,N,32,E,55,E,NA,NA
Epinephelus tauvina,4461,1,300,30,N,32,S,29,E,123,W,NA,NA
Ethmalosa fimbriata,1594,0,50,25,N,8,S,17,W,14,E,NA,NA
Ethmidium maculatum,1593,0,50,0,NA,37,S,86,W,70,W,NA,NA
Eurypharynx pelecanoides,4526,500,7625,67,n,56,n,180,w,180,e,NA,NA
Eurypleuron owasianum,24980,1,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eusphyra blochii,908,NA,NA,31,N,20,S,47,E,154,E,NA,NA
Eusphyra laticeps,69723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eustomias acinosus,60281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus cadenati,22665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus caudofasciatus,6037,0,3,32,N,31,S,NA,NA,NA,NA,NA,NA
Entomacrodus chiostictus,46791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus corneliae,58172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus cymatobiotus,6038,NA,NA,12,N,31,S,NA,NA,NA,NA,NA,NA
Entomacrodus decussatus,6039,0,3,30,N,23,S,NA,NA,NA,NA,NA,NA
Entomacrodus epalzeocheilos,22835,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus macrospilus,60082,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus nigricans,3756,0,6,32,N,7,n,92,w,59,w,NA,NA
Entomacrodus niuafoouensis,6040,NA,NA,30,N,31,S,NA,NA,NA,NA,NA,NA
Entomacrodus randalli,60081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus sealei,6041,0,3,21,N,28,S,NA,NA,NA,NA,NA,NA
Entomacrodus stellifer,6042,NA,NA,30,N,6,N,NA,NA,NA,NA,NA,NA
Entomacrodus strasburgi,58175,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus striatus,6043,0,3,30,N,32,S,NA,NA,NA,NA,NA,NA
Entomacrodus thalassinus,6044,0,5,32,N,24,S,NA,NA,NA,NA,NA,NA
Entomacrodus vermiculatus,25694,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entomacrodus vomerinus,12939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entosphenus tridentatus,2529,0,1508,65,N,32,N,133,e,114,w,NA,NA
Eocallionymus papilio,14436,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eopsetta grigorjewi,8842,60,1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eopsetta jordani,4237,0,550,67,N,31,N,172,E,117,W,NA,NA
Ephippion guttifer,4960,10,100,44,N,13,S,18,W,14,E,NA,NA
Ephippus orbis,8243,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epibulus brevis,63878,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epibulus insidiator,5606,0,50,30,N,30,S,NA,NA,NA,NA,NA,NA
Epigonus angustifrons,54907,150,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epigonus atherinoides,23459,100,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epigonus constanciae,2506,160,742,46,N,29,S,38,W,37,E,NA,NA
Epigonus denticulatus,2507,130,830,43,N,44,S,98,w,142,e,NA,NA
Epigonus draco,67837,391,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epigonus indicus,69352,350,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epigonus lenimen,14358,530,820,30,S,50,S,NA,NA,NA,NA,NA,NA
Epigonus macrops,14837,550,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epigonus pandionis,10770,200,600,37,N,35,S,NA,NA,NA,NA,NA,NA
Epigonus pectinifer,23457,100,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epigonus robustus,14365,500,3000,30,S,50,S,NA,NA,NA,NA,NA,NA
Epigonus telescopus,2508,75,1305,65,N,43,S,NA,NA,NA,NA,NA,NA
Epinephelus adscensionis,14,1,120,40,N,24,S,99,W,9,E,NA,NA
Epinephelus aeneus,426,20,200,39,N,16,S,17,W,60,E,NA,NA
Epinephelus akaara,5158,1,55,39,N,20,N,109,E,143,E,NA,NA
Epinephelus amblycephalus,6459,40,130,34,N,20,S,92,E,177,W,NA,NA
Epinephelus analogus,348,50,NA,32,N,10,S,117,W,77,W,NA,NA
Epinephelus andersoni,5523,101,NA,15,S,37,S,27,E,51,E,NA,NA
Epinephelus areolatus,5367,6,200,35,N,33,S,29,E,180,E,NA,NA
Epinephelus awoara,7329,10,50,39,N,12,N,110,E,143,E,NA,NA
Epinephelus bilobatus,7331,4,50,16,S,22,S,116,E,124,E,NA,NA
Epinephelus bleekeri,7333,30,105,36,N,17,S,48,E,153,E,NA,NA
Epinephelus bontoides,6460,0,30,23,N,11,S,120,E,154,E,NA,NA
Epinephelus bruneus,7335,20,200,38,N,18,N,108,E,142,E,NA,NA
Epinephelus caninus,9217,30,400,46,N,18,S,19,W,41,E,NA,NA
Epinephelus chlorostigma,5524,4,300,37,N,34,S,28,E,169,W,NA,NA
Epinephelus clippertonensis,61252,30,NA,27,N,10,N,114,W,105,W,NA,NA
Epinephelus coeruleopunctatus,6440,2,65,35,N,35,S,26,E,180,E,NA,NA
Epinephelus coioides,6465,1,100,37,N,34,S,28,E,180,E,NA,NA
Epinephelus corallicola,6466,1,30,27,N,30,S,100,E,155,E,NA,NA
Epinephelus costae,9224,1,300,47,N,13,S,27,W,42,E,NA,NA
Epinephelus craigi,69504,28,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus cyanopodus,5349,2,150,34,N,36,S,99,E,174,W,NA,NA
Epinephelus daemelii,7338,NA,50,25,S,43,S,136,E,177,W,NA,NA
Epinephelus diacanthus,7340,2,300,29,N,5,N,56,E,83,E,NA,NA
Epinephelus drummondhayi,1204,25,183,36,N,24,N,98,W,62,W,NA,NA
Epinephelus epistictus,7341,90,800,28,N,32,S,30,E,154,E,NA,NA
Epinephelus erythrurus,7343,1,20,27,N,11,S,63,E,128,E,NA,NA
Epinephelus fasciatomaculosus,6467,15,30,35,N,8,N,105,E,128,E,NA,NA
Epinephelus fasciatus,5348,4,160,36,N,35,S,22,E,124,W,NA,NA
Epinephelus faveatus,7344,1,125,16,N,11,S,75,E,121,E,NA,NA
Epinephelus flavocaeruleus,7345,10,150,19,N,36,S,23,E,98,E,NA,NA
Epinephelus fuscoguttatus,4460,1,60,29,N,27,S,33,E,171,W,NA,NA
Epinephelus fuscomarginatus,69505,220,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus gabriellae,7346,6,88,20,N,11,N,51,E,59,E,NA,NA
Epinephelus geoffroyi,69479,3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus goreensis,4961,80,300,17,N,13,S,19,W,15,E,NA,NA
Epinephelus guttatus,15,100,NA,36,N,8,N,98,W,58,W,NA,NA
Epinephelus heniochus,7347,40,235,35,N,20,S,94,E,155,E,NA,NA
Epinephelus hexagonatus,6660,0,30,33,N,31,S,30,E,130,W,NA,NA
Epinephelus howlandi,7348,1,37,28,N,34,S,115,E,174,W,NA,NA
Epinephelus insularis,69480,120,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus irroratus,7393,50,NA,30,N,12,S,144,E,139,W,NA,NA
Epinephelus itajara,16,0,100,36,N,33,S,121,W,12,E,NA,NA
Epinephelus japonicus,69478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus kupangensis,68868,50,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephelus labriformis,8196,1,50,31,N,10,S,115,W,77,W,NA,NA
Epinephelus lanceolatus,6468,1,200,29,N,39,S,24,E,122,W,NA,NA
Epinephelus latifasciatus,7350,20,240,33,N,23,S,35,W,143,E,NA,NA
Epinephelus longispinis,7352,1,70,17,N,33,S,29,E,137,E,NA,NA
Epinephelus macrospilos,6661,3,44,30,N,33,S,30,E,137,W,NA,NA
Epinephelus maculatus,5350,2,100,29,N,34,S,96,E,170,W,NA,NA
Epinephelus magniscuttis,6469,50,300,21,N,32,S,30,E,179,W,NA,NA
Epinephelus malabaricus,6439,0,150,30,N,32,S,29,E,173,W,NA,NA
Epinephelus marginatus,6470,8,300,54,N,43,S,65,W,58,E,NA,NA
Epinephelus melanostigma,6471,0,30,29,N,34,S,28,E,157,W,NA,NA
Epinephelus merra,4923,0,50,35,N,35,S,28,E,129,W,NA,NA
Epinephelus miliaris,7353,1,200,29,N,24,S,39,E,175,W,NA,NA
Epinephelus morio,17,5,330,35,N,27,S,98,W,33,W,NA,NA
Epinephelus morrhua,5353,80,370,31,N,31,S,30,E,134,W,NA,NA
Epinephelus multinotatus,7354,1,110,30,N,27,S,33,E,136,E,NA,NA
Epinephelus ongus,6472,20,60,36,N,27,S,31,E,179,W,NA,NA
Epinephelus poecilonotus,7357,45,375,39,N,35,S,23,E,179,W,NA,NA
Epinephelus polylepis,7358,10,155,33,N,8,N,44,E,77,E,NA,NA
Epinephelus polyphekadion,6473,0,50,30,N,34,S,27,E,134,W,NA,NA
Epinephelus posteli,7359,20,50,25,S,33,S,30,E,46,E,NA,NA
Epinephelus quinquefasciatus,66479,NA,100,32,N,18,S,115,w,78,W,NA,NA
Epinephelus radiatus,7360,18,383,36,N,24,S,36,E,155,E,NA,NA
Epinephelus trimaculatus,7368,0,30,37,N,20,N,112,E,143,E,NA,NA
Epinephelus tukula,5525,10,400,35,N,32,S,29,E,150,E,NA,NA
Epinephelus undulatostriatus,7371,27,80,20,S,36,S,135,E,156,E,NA,NA
Epinephelus undulosus,6476,24,90,27,N,13,S,39,E,158,E,NA,NA
Epinnula magistralis,8468,100,185,38,N,19,S,109,E,74,W,NA,NA
Epinnula pacifica,69188,283,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus albiderma,69563,100,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus atami,8717,300,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus bobwisneri,60945,512,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus burgeri,8712,10,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus carlhubbsi,48857,481,1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus cheni,54062,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus chinensis,54063,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus cirrhatus,23878,0,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus cryptus,68253,96,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus deani,2511,103,2743,60,N,27,N,148,w,114,w,NA,NA
Eptatretus goliath,63160,NA,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus longipinnis,23881,14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus luzonicus,61662,563,710,20,n,5,n,116,E,128,E,6.8,NA
Eptatretus mccoskeri,60944,155,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus menezesi,59517,250,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus minor,54069,300,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus nelsoni,54075,50,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus okinoseanus,17195,300,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus poicilus,68254,110,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus sheni,54076,200,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus stoutii,2512,16,966,58,n,20,n,137,w,105,w,NA,NA
Eptatretus strickrotti,63624,2100,2300,37,S,38,S,111,W,110,W,NA,NA
Eptatretus taiwanae,54078,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus walkeri,61664,75,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eptatretus wandoensis,69074,60,80,35,N,33,S,126,E,128,E,NA,NA
Eptatretus yangi,54080,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equetus punctatus,3585,3,30,36,N,24,S,98,w,28,w,NA,NA
Equulites berbis,7748,3,40,33,N,10,S,39,E,133,E,NA,NA
Equulites elongatus,69025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equulites klunzingeri,27024,10,77,30,N,16,N,32,E,59,E,NA,NA
Equulites laterofenestra,63518,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equulites leuciscus,4453,5,70,32,n,27,s,34,e,169,e,26,29
Equulites lineolatus,4563,20,50,36,n,31,s,30,e,169,e,NA,NA
Equulites oblongus,58321,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equulites popei,4450,20,100,45,n,30,s,30,e,165,e,NA,NA
Equulites rivulatus,23466,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ereunias grallator,4314,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eridacnis radcliffei,5919,71,766,22,N,10,S,NA,NA,NA,NA,NA,NA
Erilepis zonifer,4031,0,680,62,N,36,N,127,E,121,W,NA,NA
Erisphex philippinus,10633,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erisphex pottii,9238,10,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erisphex simplex,59073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ernogrammus hexagrammus,23788,0,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ernogrammus zhirmunskii,66022,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erosa erosa,10752,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erotelis armiger,54364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erotelis smaragdus,3830,NA,NA,NA,NA,21,S,NA,NA,NA,NA,NA,NA
Erythrocles acarina,51664,138,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythrocles microceps,50592,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythrocles monodi,3562,90,300,34,N,17,S,98,w,14,e,NA,NA
Erythrocles schlegelii,7693,100,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythrocles scintillans,13013,73,606,26,n,27,s,120,e,109,w,NA,NA
Escualosa thoracata,1522,0,50,27,N,22,S,64,E,151,E,NA,NA
Esselenichthys carli,61162,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etelis carbunculus,87,90,400,34,N,25,S,35,E,150,W,NA,NA
Etelis coruscans,1385,45,400,38,N,32,S,29,E,139,W,NA,NA
Etelis oculatus,1391,100,450,37,N,25,S,8,E,32,W,NA,NA
Etelis radiosus,1392,90,360,35,N,27,S,77,E,166,W,NA,NA
Etmopterus alphus,68051,472,792,18,s,34,s,37,e,45,e,NA,NA
Etmopterus benchleyi,67845,836,1443,13,n,6,n,89,W,80,W,NA,NA
Etmopterus bigelowi,25482,163,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus brachyurus,675,100,696,37,N,30,S,NA,NA,NA,NA,NA,NA
Etmopterus brosei,69483,480,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus bullisi,676,250,850,34,N,15,N,NA,NA,NA,NA,NA,NA
Etmopterus burgessi,63154,300,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus carteri,50208,283,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus compagnoi,25483,383,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus dianthus,60035,108,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus dislineatus,60036,590,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus evansi,60037,430,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus fusus,60038,430,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus gracilispinis,678,25,1200,40,N,45,S,NA,NA,NA,NA,NA,NA
Etmopterus granulosus,679,220,1620,29,S,59,S,NA,NA,NA,NA,NA,NA
Etmopterus joungi,66060,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus litvinovi,53935,630,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus lucifer,681,150,1357,40,N,48,S,NA,NA,NA,NA,NA,NA
Etmopterus molleri,23928,200,860,34,N,46,S,NA,NA,NA,NA,NA,NA
Etmopterus polli,682,300,1000,12,N,18,S,NA,NA,NA,NA,NA,NA
Etmopterus princeps,683,300,2213,69,N,13,N,77,w,16,e,NA,NA
Etmopterus pseudosqualiolus,60039,668,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus pusillus,684,0,1120,45,N,55,S,98,w,171,W,NA,NA
Etmopterus pycnolepis,53934,330,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus samadiae,68364,340,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus schultzi,685,200,1000,30,N,21,N,NA,NA,NA,NA,NA,NA
Etmopterus sculptus,66301,240,1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus sentosus,686,200,500,0,S,31,S,30,E,51,E,NA,NA
Etmopterus sheikoi,53993,300,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus spinax,687,70,2490,73,N,38,S,40,W,36,E,NA,NA
Etmopterus splendidus,27023,120,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus unicolor,688,NA,NA,39,N,33,S,NA,NA,NA,NA,NA,NA
Etmopterus viator,66262,830,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etmopterus virens,690,100,1000,30,N,9,N,NA,NA,NA,NA,NA,NA
Etropus crossotus,4221,0,100,40,N,34,S,117,w,34,w,11,31
Etropus cyclosquamus,58224,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etropus ectenes,13956,NA,NA,8,N,NA,NA,NA,NA,NA,NA,NA,NA
Etropus longimanus,57918,NA,190,22,S,NA,NA,NA,NA,NA,NA,NA,NA
Etropus microstomus,4222,NA,91,37,N,24,N,NA,NA,NA,NA,NA,NA
Etrumeus acuminatus,66828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etrumeus makiawa,66442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etrumeus micropus,60868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etrumeus sadina,1455,0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etrumeus whiteheadi,1456,0,200,23,S,35,S,12,E,31,E,NA,NA
Etrumeus wongratanai,66830,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubalichthys bucephalus,14535,10,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubalichthys caeruleoguttatus,10999,22,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubalichthys gunnii,52447,5,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubalichthys mosaicus,14538,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubalichthys quadrispinis,14539,135,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubleekeria jonesi,63865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubleekeria rapsoni,10344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubleekeria splendens,4454,10,100,30,N,30,S,NA,NA,NA,NA,NA,NA
Eucinostomus argenteus,1049,0,12,41,N,30,S,120,w,34,w,NA,NA
Eucinostomus currani,13728,10,60,37,N,3,S,115,w,77,w,26,32
Eucinostomus dowii,46591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucinostomus entomelas,13729,NA,NA,27,N,NA,NA,NA,NA,NA,NA,NA,NA
Eucinostomus gracilis,3565,1,50,35,N,12,S,120,W,75,W,NA,NA
Eucinostomus gula,1050,0,55,43,N,51,S,98,w,34,w,NA,NA
Eucinostomus harengulus,55039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucinostomus havana,1051,0,45,33,N,29,S,98,w,34,w,NA,NA
Eucinostomus jonesii,3567,NA,NA,32,N,33,S,NA,NA,NA,NA,NA,NA
Eucinostomus melanopterus,1052,0,25,33,N,34,S,98,w,14,e,NA,NA
Euclichthys polynemus,8096,250,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucrossorhinus dasypogon,756,2,50,1,N,23,S,115,E,155,E,NA,NA
Eucryphycus californicus,3149,73,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucyclogobius newberryi,3851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eugerres axillaris,13697,NA,NA,27,N,14,N,NA,NA,NA,NA,NA,NA
Eugerres brasilianus,7533,NA,30,34,N,30,s,98,w,34,w,NA,NA
Eugerres brevimanus,13699,NA,NA,19,N,3,S,NA,NA,NA,NA,NA,NA
Eugerres lineatus,13730,NA,NA,27,N,5,N,NA,NA,NA,NA,NA,NA
Eugerres plumieri,1053,NA,NA,35,N,33,s,99,w,34,w,NA,NA
Eugnathogobius variegatus,59238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euleptorhamphus velox,3155,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euleptorhamphus viridis,3156,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulophias koreanus,67003,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumecichthys fiski,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumegistus illustris,23469,1,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumesogrammus praecisus,3783,5,400,82,N,48,N,135,e,43,w,NA,NA
Eumicrotremus andriashevi,51419,20,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumicrotremus asperrimus,60669,20,900,NA,NA,NA,NA,NA,NA,NA,NA,-1,6
Eumicrotremus awae,24106,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eumicrotremus barbatus,24059,74,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
